,genre,file_name,samplerate,duration,mean,std,max,min,diff_mean,diff_std
801,reggae,reggae.00001.au,22050,30,"[ -3.07009542   1.24799282  -6.79236411   2.92154276 -13.20170604
  10.59720797  -6.54406951   5.0375158  -17.27164526   6.2234275
  -7.99914477   0.30014517 -14.97925535  -1.44897929  -6.16131254
   2.23064119  -3.45868064   2.01945326  -2.9029167    0.58327434
  -0.04388631  -0.29842913   0.02147624  -0.1232832    0.40443761
  -0.54173824]","[  1.15593236   9.38557165  10.43461619   8.65246262   9.89726079
   9.05609074   9.97511786  11.17128943   9.98954836   9.89695554
  11.04504914   8.7276159    7.99609592   8.40672157   7.23408434
   6.45345825   6.11809286   4.25057872   3.29589887   2.54716871
   1.86624913   1.33817913   0.40630604   0.20530024   0.78642343
   1.36078186]","[ -5.15199026e-03   2.42784411e+01   2.13300966e+01   2.97746594e+01
   1.89484656e+01   4.15203848e+01   2.44039589e+01   3.91198456e+01
   1.26910199e+01   3.87611623e+01   2.97771705e+01   3.27937390e+01
   1.37212662e+01   2.83745280e+01   2.06033197e+01   2.58835372e+01
   2.30370515e+01   1.57941882e+01   7.30793779e+00   1.16226698e+01
   7.20794332e+00   4.02999943e+00   1.29477275e+00   5.68815842e-01
   3.52465378e+00   4.72752385e+00]","[ -6.59107417 -28.96462484 -40.92424981 -24.64367207 -43.77823751
 -16.84282619 -46.17566585 -33.26559132 -53.30056392 -23.66102893
 -44.12202105 -31.03468844 -42.81111217 -29.32554401 -31.701996
 -20.45313963 -29.25765597 -15.24705632 -14.43045904  -7.43051225
  -5.92814235  -5.25757435  -1.38810577  -0.90620101  -2.0858542
  -5.36959873]","[  4.31808824  -8.04035693   9.71390687 -16.1232488   23.79891401
 -17.14127748  11.58158531 -22.30916106  23.49507276 -14.22257227
   8.29928993 -15.27940052  13.53027606  -4.71233325   8.39195372
  -5.68932182   5.4781339   -4.92236996   3.48619104  -0.62716065
  -0.25454282   0.31990537  -0.14475944   0.52772082  -0.94617585]","[ 10.02326544  16.47379622  11.08724386  12.02463685  10.02712905
  11.60524959  12.48746403  10.98448536  12.74615408  12.14487937
  11.86770422   9.18327254  10.23591887  10.18814651   8.11055736
   8.26381431   5.93692618   5.01051091   3.64430051   2.8266532
   2.16503887   1.3177139    0.51121608   0.82214972   1.51173359]"
802,reggae,reggae.00002.au,22050,30,"[ -2.84065541  -2.89116299  -5.51770679  12.36219704 -11.30875008
   4.24889381 -17.67504155  10.24975556 -12.86602406   7.26821138
  -9.42596837   7.60341397  -5.71651071  -2.98032773  -1.85994675
   3.94516981  -2.31474399   3.60082522  -2.57095682   0.70275987
  -0.97065596   0.29288144  -0.26876205  -0.0344822   -0.07135442
  -0.09511458]","[  1.79713656   9.67379137  13.07277299  12.41223966  10.85078285
  16.54161025  13.94378648  11.72585243  12.66287757  12.05925702
  12.28137984  11.00703029  10.7628418    8.12222369   7.73115993
   7.09890054   5.72028956   4.48042377   4.30630855   3.09292053
   1.87626911   1.22935937   0.42201815   0.24447266   0.89619381
   1.34487975]","[  0.93279725  26.0199617   32.23257528  51.19857591  27.50025061
  48.11222723  23.02746518  50.07427913  32.91454327  52.55140426
  24.25385082  40.13769328  40.40843218  28.22891474  33.25467646
  31.02463309  16.92357339  20.96995589  13.89029754   9.38314828
   6.0761583    4.67974168   0.96471293   0.81018376   3.32455302
   4.40889392]","[ -8.13032195 -31.31987433 -40.46706648 -27.05496749 -50.0634694
 -37.81363986 -73.90401539 -35.08964581 -56.23621207 -32.09767787
 -59.37237681 -36.87189715 -36.60279363 -36.15722125 -36.39535337
 -17.04948316 -23.227527   -12.15526613 -17.99946167 -16.90928496
  -8.43717224  -4.43311717  -1.88632145  -0.84120516  -3.3221416
  -6.17727744]","[ -5.05075827e-02  -2.62654379e+00   1.78799038e+01  -2.36709471e+01
   1.55576439e+01  -2.19239354e+01   2.79247971e+01  -2.31157796e+01
   2.01342354e+01  -1.66941797e+01   1.70293823e+01  -1.33199247e+01
   2.73618298e+00   1.12038098e+00   5.80511657e+00  -6.25991380e+00
   5.91556921e+00  -6.17178204e+00   3.27371669e+00  -1.67341582e+00
   1.26353740e+00  -5.61643493e-01   2.34279849e-01  -3.68722228e-02
  -2.37601605e-02]","[ 10.8310463   14.68879972  13.38362211  12.662793    19.40292453
  18.40961698  16.11444291  15.67129525  12.75496488  14.01984266
  14.67785067  15.35242885  12.923676    11.39900377   9.99013251
   9.77203696   7.51593708   4.96849062   5.07851777   3.07515594
   1.90844862   1.16483884   0.54971711   0.85740255   1.31120312]"
803,reggae,reggae.00003.au,22050,30,"[ -2.69889742e+00  -3.71744196e+00  -1.25443970e+01   3.29176260e+00
   8.65765971e-01   1.48414057e+01  -1.10958502e+01   7.83259311e+00
  -1.08426343e+01   1.69643391e+01  -1.19441496e+01   8.34202370e+00
  -3.02191338e+00   2.47648335e-01  -5.90090568e+00   7.53051770e+00
  -3.26027880e+00   2.37154002e+00  -5.41623944e-01   4.27861151e-01
  -3.42465921e-01  -1.54008893e-01   1.14862795e-01  -4.21301471e-03
   5.70973171e-01   3.17741857e-01]","[  1.59046116  10.80502192  14.12270578  14.18838761  12.78213071
  13.48234153  13.86362221  13.08010279  12.26450095  10.87407615
  13.11568906   9.29110425   9.69636298   8.39723298   8.16883274
   6.94075244   6.27736509   4.84860903   4.03045628   2.97768867
   2.10954272   1.37475018   0.59665564   0.26716742   1.13111562
   1.69166902]","[  0.7645491   24.54862426  28.39916916  47.58206056  36.44549     53.99762535
  36.68024227  40.42635744  29.48176656  52.48151847  35.0610515
  39.70974601  32.45759719  25.63802513  22.1837589   38.79297564
  17.21847272  21.97797879  13.77635512  14.03528884   6.37058975
   4.05826087   2.0199685    0.97650164   4.19358011   6.07415788]","[ -7.36712755 -38.96414442 -50.2644658  -38.4574425  -41.06927812
 -28.51306023 -63.80362158 -40.91828921 -56.97947373 -22.98020324
 -60.53404221 -24.23921854 -37.52244767 -30.57080474 -40.05824557
 -13.3949351  -24.82331013 -16.98633585 -16.75357172 -14.45943272
  -7.87131396  -5.97121285  -1.79335828  -1.1374316   -2.67478539
  -5.47024379]","[ -1.01854454  -8.82695503  15.83615959  -2.42599662  13.97563976
 -25.93725592  18.9284433  -18.67522743  27.80697343 -28.90848873
  20.28617332 -11.36393707   3.26956171  -6.14855402  13.43142338
 -10.7907965    5.63181883  -2.91316397   0.9694851   -0.77032707
   0.18845703   0.26887169  -0.11907581   0.57518619  -0.25323131]","[ 11.50264982  19.99446401  22.0219562   12.64472645  15.30859726
  17.16735789  15.53441066  13.36840752  13.29615764  13.76989638
  15.32272462  11.70730733  11.12599166  10.06302488  10.83712574
   8.17355318   6.94792738   5.59849858   4.5780936    3.2171507
   2.12913737   1.34592994   0.70314901   1.12598498   1.73442605]"
804,reggae,reggae.00004.au,22050,30,"[ -2.52244332  -4.59363569 -12.30610045   1.01193774 -11.55518807
   9.29525424 -12.17437903   9.13123749  -8.1955473   11.15622587
  -5.53978407   9.42035282   0.11351036   1.8171193   -2.6813088
   9.1816262   -5.88729861   2.7817276   -1.38553662  -0.87827452
  -0.88275583   0.18612907  -0.12565527   0.01985812   0.24845191
  -0.18532476]","[  1.98161959   9.79066039  12.02412522  11.18448443  11.67605062
  10.48042096  14.9780333   13.47454981  13.58335559  12.74674753
  12.0811278   11.01136463  10.03795943   8.37206753   7.77646991
   7.39460635   5.99673301   5.4035443    4.04267472   2.95621562
   2.30183598   1.28840357   0.44730285   0.22916249   0.91080513
   1.76615955]","[  1.15443829  29.16884922  30.21573166  32.43683345  25.59563753
  45.29437379  40.68242232  48.40871295  42.21958604  55.37305001
  29.12555236  43.84498662  38.58763947  27.32463069  21.86859276
  36.23009763  13.63091337  23.65061564  12.67875188  10.70696225
   7.94046575   4.5233085    1.58199337   0.80978922   3.78301169
   5.73708596]","[ -9.27938915 -39.05636254 -43.38297885 -41.42409431 -46.91707179
 -25.53724509 -55.12679514 -44.45708769 -62.09860037 -37.32131434
 -48.64723704 -27.99530746 -32.78272938 -29.92464134 -29.51470455
  -9.17726898 -26.0806594  -12.1171756  -14.47835866 -10.60172537
  -9.22554021  -4.40036823  -1.60143924  -0.74285366  -3.3672635
  -8.20775301]","[ -2.07119237e+00  -7.71246476e+00   1.33180382e+01  -1.25671258e+01
   2.08504423e+01  -2.14696333e+01   2.13056165e+01  -1.73267848e+01
   1.93517732e+01  -1.66960099e+01   1.49601369e+01  -9.30684247e+00
   1.70360895e+00  -4.49842810e+00   1.18629350e+01  -1.50689248e+01
   8.66902621e+00  -4.16726422e+00   5.07262102e-01  -4.48131483e-03
   1.06888490e+00  -3.11784347e-01   1.45513399e-01   2.28593781e-01
  -4.33776668e-01]","[ 10.89489988  15.67969842  16.98447678  13.36904247  14.17325441
  13.16067416  13.82527316  15.24274955  14.17229957  14.65723747
  13.90125581  12.26223592  12.02717581   9.64416225   9.78082998
   8.95863236   7.62793644   5.90893693   4.19458017   2.95887295
   2.17716973   1.18786761   0.56331799   0.83384813   1.74967764]"
805,reggae,reggae.00005.au,22050,30,"[ -2.564657    -0.80520548 -13.62273029   6.23132296 -11.49084965
   9.64152068 -10.04983254   9.77189356 -11.62574177  11.85857484
  -8.46685762   6.29563039  -1.59886217   1.55072721  -4.86217061
   5.79730623  -3.99992009   2.64450338   0.49863948   0.97594864
  -0.30578876  -0.09620032  -0.33090685   0.01959647  -0.25628592
  -0.07075923]","[  1.74245139   9.58789185  11.50139682  11.66258231  15.02177942
  11.86567874  14.15462905  12.53220802  12.55996858  12.84447274
  11.76008864  10.43326549  10.69651895   9.00117213   8.28565546
   6.78439603   6.47186076   5.53981056   4.65187191   3.31861441
   2.37347313   1.37667706   0.47735747   0.24574794   0.9270161
   1.50870216]","[  1.45878869  28.20842201  22.41288855  59.36232908  31.45171686
  57.54545099  41.20915325  49.56963988  30.25807992  62.54138741
  28.41020704  39.96181039  36.10509543  32.86728493  22.21361268  30.12567
  27.29150268  27.88685342  17.83121617  13.53559176   7.10129206
   3.77461752   1.01628777   1.06441767   3.34518386   5.40708771]","[ -8.15897053 -31.75838802 -44.27122601 -22.49873151 -67.06530589
 -29.17136379 -60.73759524 -37.01124784 -58.77865231 -26.02788321
 -58.9759968  -31.36418339 -35.2245156  -27.44607384 -34.20567585
 -20.06347433 -25.88884287 -18.83817614 -13.41891656 -16.76553229
 -13.74788941  -5.13795937  -2.20264315  -0.71829938  -3.26268859
  -5.18494167]","[  1.75945152 -12.81752481  19.85405325 -17.72217261  21.13237033
 -19.69135322  19.8217261  -21.39763533  23.48431661 -20.32543245
  14.76248801  -7.89449257   3.14958939  -6.41289782  10.65947683
  -9.79722632   6.64442347  -2.1458639    0.47730916  -1.28173739
   0.20958844  -0.23470653   0.35050332  -0.27588239   0.18552669]","[ 10.38491751  14.55807063  14.74027129  15.37372977  16.73162759
  16.10141469  15.45611711  18.32208912  13.58480825  15.50865177
  14.30325153  13.4378623   13.34617223  10.84294131   9.41725783
   8.55130505   7.97436792   6.40670665   5.35868482   3.21321094
   2.28246528   1.23620053   0.61157798   0.85621569   1.50698936]"
806,reggae,reggae.00006.au,22050,30,"[ -2.96002909e+00   5.53218168e+00  -9.24595936e+00   5.68263804e+00
  -6.65222025e+00   1.00964078e+01  -1.49827315e+01   7.13661583e+00
  -1.08357514e+01   2.97922515e+00  -7.12906752e+00   8.31435653e+00
  -5.42137664e+00  -5.00155816e-01  -3.68489135e+00   2.83980704e+00
  -6.60773124e+00   1.70918485e+00  -5.60819120e-01  -2.20601879e-01
  -1.81458325e-01  -9.49728961e-04  -1.44665387e-01  -3.94329835e-02
  -1.37169968e-03   2.22509882e-01]","[  1.29826552  12.1351431   12.48861902  12.66325029  14.15917196
  12.55404951  14.7446056   12.68687437  11.11221064  12.84178884
  12.30658324  10.88153071  10.86488737   7.92645285   8.04540981
   7.66288658   6.86222127   5.09773171   3.96690531   2.73515597
   1.98095643   1.14855007   0.42374966   0.20573495   0.85352829
   1.50455356]","[  1.64222113e-02   3.44344138e+01   2.40025108e+01   4.65587460e+01
   4.27097997e+01   4.11814078e+01   3.08881890e+01   4.48873095e+01
   2.33039469e+01   5.32059214e+01   3.68300622e+01   5.23206970e+01
   3.83221991e+01   2.36196794e+01   2.65286480e+01   2.71311404e+01
   1.74280673e+01   1.89346341e+01   1.46025283e+01   8.13544602e+00
   7.88661224e+00   3.88465190e+00   1.30091790e+00   7.30008246e-01
   3.04956720e+00   5.64489535e+00]","[ -7.56730675 -35.41478569 -42.81405454 -32.39862814 -50.66406341
 -32.11726161 -61.20519849 -32.68548174 -66.74860158 -38.51676276
 -55.75153826 -28.70353677 -40.83767027 -26.25386707 -32.38740561
 -35.21697707 -31.38476651 -17.33678673 -16.30175397 -10.55483828
  -6.52061363  -4.56044994  -1.68846988  -0.79362039  -3.38730874
  -5.10435513]","[  8.49221078 -14.77814104  14.9285974  -12.33485829  16.74862807
 -25.0791393   22.1193473  -17.97236724  13.81497656 -10.10829267
  15.44342405 -13.73573316   4.92122082  -3.18473553   6.52469839
  -9.44753828   8.31691609  -2.27000397   0.34021724   0.03914355
   0.1805086   -0.14371566   0.1052324    0.03806128   0.22388158]","[ 12.90380739  17.32544529  12.72159558  14.96643241  16.7371734
  12.53815195  14.54144004  14.38007151  13.52913892  15.65753232
  16.87384975  13.84223581  12.32469582   8.9097135   10.30445223
  10.21244458   8.89004781   5.46014951   4.07808941   2.94301639
   1.92922049   1.08486053   0.53466347   0.80732076   1.34888825]"
807,reggae,reggae.00007.au,22050,30,"[ -2.75091809  -0.63453057 -10.75856973   0.07509348  -9.63834372
   8.70536046 -16.4683752   13.2425884  -14.07470138  13.28832174
  -4.56737942   5.26919154  -5.00406265   1.62795494  -3.73148718
   1.67949989  -4.68087873   1.86407      0.35850155   0.88422506
   0.29968646   0.23374553  -0.06100877  -0.05909179   0.22636245
  -0.02953568]","[  1.48531406   8.76174891  12.07719556  12.95415589  12.89098167
  11.69680304  19.4281416   14.14510884  14.76383889  13.54038833
  13.95635752  10.96536334  10.25403592   7.95334701   7.42813263
   6.45441678   6.25531627   4.91640579   4.08604924   2.50399859
   1.98223818   1.29967604   0.47089831   0.24426422   1.01937201
   1.32286886]","[  0.77727092  19.86405934  29.16291377  47.05499775  33.12532052
  44.66156531  51.20887533  53.91182578  31.22057345  61.59320128
  54.13944601  38.16774132  27.16280947  32.72255186  20.20862848
  22.56231842  23.73988544  19.85566905  15.4443608    9.4650239
   6.82403881   4.16402634   1.63941739   0.8230357    3.04194232
   4.38200339]","[ -9.22522462 -34.00700582 -44.95722204 -33.10520201 -54.70763515
 -35.41137468 -73.71434383 -30.77386976 -74.91030995 -31.1306837
 -47.67371808 -27.97322691 -38.31449012 -24.77590687 -34.77830071
 -20.68179055 -27.62798533 -13.11351308 -11.29548947  -7.27079913
  -6.2060325   -6.00772156  -1.9993877   -0.83952149  -2.94195529
  -4.04238929]","[  2.11638752e+00  -1.01240392e+01   1.08336632e+01  -9.71343719e+00
   1.83437042e+01  -2.51737357e+01   2.97109636e+01  -2.73172898e+01
   2.73630231e+01  -1.78557012e+01   9.83657096e+00  -1.02732542e+01
   6.63201759e+00  -5.35944212e+00   5.41098708e+00  -6.36037862e+00
   6.54494873e+00  -1.50556845e+00   5.25723514e-01  -5.84538598e-01
  -6.59409375e-02  -2.94754301e-01   1.91698176e-03   2.85454241e-01
  -2.55898126e-01]","[  9.49252265  15.54011794  16.24100273  14.83363018  14.19482881
  21.4516931   18.23033717  19.32642828  15.34709388  15.71511507
  15.40171231  12.53424865  11.01605453   8.658153     8.99283075
   8.01551057   7.04924307   5.32311493   4.63248931   2.84678437
   1.88643048   1.27249253   0.61106962   0.93779919   1.31476355]"
808,reggae,reggae.00008.au,22050,30,"[ -2.71520098  -0.33892976 -10.61950711   8.97559264 -11.53194001
   7.51338398 -10.54335889   4.3789752   -6.75776888  12.13195009
  -3.1797593    5.3402561   -6.11684775   3.04484305  -3.42625373
   3.69394954  -5.09561226   1.63897154  -1.69577688   0.85615491
  -0.71976906  -0.22648123  -0.06242831   0.05390187  -0.15927334
   0.22705504]","[  1.66458377  10.88353366  12.26322976  14.96023079  12.87766961
  12.39373595  15.20576064  12.41180902  14.45676706  12.14993657
  10.69905591  12.44628747  11.3022135    8.65797124   9.27351742
   8.76008906   6.67310045   5.97349228   4.20931073   3.44878031
   2.63774033   1.33136878   0.51104491   0.29193799   1.10759999
   1.71140208]","[  0.95518553  29.74919104  26.27800723  52.65586951  38.31000922
  45.10006727  43.49886702  37.87354673  45.56334651  54.0195247
  56.59580204  49.02817562  39.29318422  29.82450191  31.75455159
  34.57357278  13.08913485  21.42698231  14.69994505  14.28409298
   8.42305716   5.34037114   1.92619116   1.37643407   3.39795485
   6.02506191]","[ -9.86297715 -44.26458699 -49.44185555 -31.16377938 -50.1801124
 -29.1059482  -59.25386623 -37.85059878 -55.88942208 -23.60367323
 -35.79776303 -31.21078399 -44.37798771 -23.60186679 -42.26249626
 -29.77659543 -28.2230851  -16.79919133 -14.77099334  -8.94858691
  -9.36374874  -5.71267474  -1.7234446   -0.89068259  -3.36847797
  -5.98410818]","[  2.37627122 -10.28057735  19.59509975 -20.50753266  19.04532399
 -18.05674286  14.92233408 -11.13674407  18.88971896 -15.31170939
   8.5200154  -11.45710385   9.16169079  -6.47109678   7.12020327
  -8.7895618    6.7345838   -3.33474842   2.5519318   -1.57592397
   0.49328783   0.16405292   0.11633018  -0.21317521   0.38632838]","[ 11.83408896  17.12221278  17.82861916  16.46262115  15.54818161
  17.09695436  19.22966791  17.58033145  16.39221729  16.15756937
  16.37931546  14.02740756  13.69353383  11.97364358  11.94762207
   9.60944481   8.53497548   6.18097122   5.45463898   3.82219843
   2.6656327    1.27686351   0.6322376    1.08701601   1.77630531]"
809,reggae,reggae.00009.au,22050,30,"[ -3.61910175e+00   3.71892340e+00  -5.28343875e+00  -4.47798304e+00
  -2.13255027e+00   9.02261402e+00  -1.75728297e+01   1.04992516e+01
  -1.88100022e+01   1.40180244e+01  -5.92164140e+00   8.75723433e+00
  -4.64603172e+00   5.53270598e+00  -5.08128374e+00   7.67135764e+00
  -3.13053287e+00   2.95961072e+00  -3.47922983e-02   1.47335514e+00
   1.87362678e-01   2.10623835e-01   8.03732246e-02   1.06470550e-02
  -9.82620924e-02  -1.21595044e-01]","[  1.87401725  11.84568745  12.51789111  11.4447647   13.30026752
  14.10706903  14.19371448  12.05372566  12.1987015   12.39866396
  12.17069715   9.99677775  10.85576419   8.9104381    7.84368324
   7.14707161   5.57711189   4.87605593   4.00092955   2.81191768
   2.15678246   1.16841772   0.42820081   0.24461963   1.01084958
   1.33359566]","[  0.92384483  27.16755912  39.27755061  39.76133133  37.63376422
  43.50392782  23.40021011  57.4579296   24.3677858   52.45584766
  41.26737265  43.86346065  32.88777441  34.15030886  21.33708156
  39.2526572   15.19631096  20.31600624  14.7147905   11.28504995
   7.81854384   3.95624253   1.72267419   0.98016801   3.54308623
   4.95303618]","[ -9.5245353  -45.84598908 -36.52866858 -39.81002193 -40.52557169
 -34.8517302  -59.02438251 -30.17642372 -60.36688516 -32.57861127
 -40.21247456 -26.9795839  -45.10069328 -26.03786179 -35.84348702
 -14.09498302 -24.27038437 -16.33400317 -13.00586367  -8.14079641
  -6.53646361  -3.68104601  -1.63665586  -0.99675813  -3.36070384
  -4.12327596]","[  7.33802515e+00  -9.00236215e+00   8.05455705e-01   2.34543277e+00
   1.11551643e+01  -2.65954438e+01   2.80720813e+01  -2.93092538e+01
   3.28280266e+01  -1.99396658e+01   1.46788757e+01  -1.34032661e+01
   1.01787377e+01  -1.06139897e+01   1.27526414e+01  -1.08018905e+01
   6.09014359e+00  -2.99440302e+00   1.50814743e+00  -1.28599246e+00
   2.32611567e-02  -1.30250610e-01  -6.97261696e-02  -1.08909147e-01
  -2.33329520e-02]","[ 12.92231475  19.50383129  17.53458236  13.62389139  15.78510728
  14.82429757  13.88554904  13.66763722  13.35033598  15.48351866
  15.08574971  13.75931962  12.88442322   9.7430493   10.24147784
   7.96007417   6.3556001    4.96657434   3.99356109   2.86801682
   2.07406217   1.11858399   0.56073714   0.90268951   1.3795337 ]"
810,reggae,reggae.00010.au,22050,30,"[ -2.93428017e+00  -4.43399380e+00  -1.61866938e+01   1.52742234e+01
  -1.50828484e+01   8.82300370e+00  -2.19765463e+01  -4.48995713e+00
  -1.36737148e+01   4.72011566e+00  -1.39161376e+01  -6.47572923e-01
  -3.16174339e+00   1.38082064e+00  -1.00734945e+01   2.24225017e+00
  -5.92820883e+00  -2.13582814e+00  -1.97154219e+00   3.17586083e-01
  -1.38080892e+00   3.79127037e-01  -8.47255082e-02  -1.67503193e-01
   2.29770113e-01  -1.12681908e-02]","[  1.94751184   9.90540935  11.50170541  12.44953451  14.23869785
   9.50120586  14.91059784  10.74885438  11.74008738  12.7662446
  11.65738173   9.72231539  10.68723289   8.16918456   9.63329866
   7.67319773   6.02579437   5.59864221   4.68857786   2.96048651
   2.33115531   1.5129026    0.50632549   0.32850786   1.21870412
   1.78792967]","[  1.84081266  23.46577118  29.28655368  46.55001042  26.86498982
  34.99555525  14.3326261   33.68439066  31.35976358  45.98507826
  22.98061511  32.56113971  30.6996424   38.34243294  17.54860441
  29.06615457  12.17936235  20.99489778  16.93022931  10.39618224
   7.76226927   5.25951704   1.97794783   1.12671105   3.9962858
   6.06528699]","[ -8.31924472 -39.95587849 -41.53395211 -26.14023874 -55.44901087
 -22.02687502 -73.54821869 -38.57083245 -46.06532951 -31.61527994
 -56.89958475 -36.58778294 -35.07235778 -32.11910397 -42.05494244
 -20.84548403 -26.96150079 -20.7922904  -15.43240687  -8.71753981
  -8.38515606  -4.32196938  -1.54148476  -1.10289547  -3.1859757
  -5.82886046]","[ -1.49971363 -11.75270001  31.46091724 -30.35707182  23.90585209
 -30.79955004  17.48658921  -9.18375765  18.39383044 -18.63625325
  13.26856467  -2.51417047   4.54256404 -11.4543151   12.31574463
  -8.170459     3.79238069   0.16428595   2.28912827  -1.698395
   1.75993596  -0.46385255  -0.08277768   0.39727331  -0.2410383 ]","[ 11.14464843  17.63160397  18.15660544  12.26100028  14.40606174
  15.52758329  15.75588397  15.69999633  16.25575838  15.86855386
  14.78660416  13.51175919  12.232685    11.44026889  13.27937079
   8.8026103    8.45569964   6.80890706   4.51222256   3.15733367
   2.74400896   1.56655484   0.67620147   1.12778369   1.99692656]"
811,reggae,reggae.00011.au,22050,30,"[ -3.07474807  -5.93736747  -9.11191942   0.1545101   -7.28434543
   5.81947122  -9.67970395  20.04829676 -10.61861574  11.56386929
  -6.08823291  10.63956035  -5.61448778   5.70586621  -3.56074578
   3.71553965  -2.47056779   2.79665185   0.42165493   2.4559516
  -0.0937488    0.76727449  -0.14271536  -0.03437753  -0.07554599
  -0.08681881]","[  1.60862095   7.19635886  12.49765226  12.74141446  13.21677757
  11.82533036  12.68924907  11.29732188  10.47190935  10.4620137
  10.05058792   9.76401445   8.72317219   7.74116437   8.0316821
   5.69461937   5.50206746   4.6926432    3.36471871   2.51216179
   2.13367679   1.12619352   0.42396904   0.25022438   0.91018576
   1.33067874]","[  0.83232051  19.08107308  41.93602567  32.44743     28.36917711
  40.07546088  22.64441667  54.70232126  27.3560303   42.36298392
  31.68905239  45.3100412   24.71630126  31.11440757  21.93863345
  24.29505407  17.97138126  16.05088405  10.48681832  12.4842643
   7.95440875   4.37196517   1.28251323   0.75578966   2.92915592
   5.40576278]","[ -7.34032995 -39.13643363 -40.93304878 -38.05104219 -48.60857685
 -28.8659295  -60.05886199 -27.14302652 -54.95103934 -27.13955059
 -43.98464297 -37.06687106 -39.21619761 -24.08825335 -38.21566837
 -17.01270204 -25.61473306 -11.94868123 -10.94092202  -9.207388
  -8.13477883  -3.23784633  -1.69135958  -0.97608135  -3.11436881
  -4.95189254]","[ -2.86261940e+00  -3.17455195e+00   9.26642952e+00  -7.43885554e+00
   1.31038167e+01  -1.54991752e+01   2.97280007e+01  -3.06669125e+01
   2.21824850e+01  -1.76521022e+01   1.67277933e+01  -1.62540481e+01
   1.13203540e+01  -9.26661199e+00   7.27628543e+00  -6.18610744e+00
   5.26721964e+00  -2.37499692e+00   2.03429667e+00  -2.54970040e+00
   8.61023295e-01  -9.09989857e-01   1.08337833e-01  -4.11684633e-02
  -1.12728179e-02]","[  7.58674808  15.246487    16.53883991  11.24303228  13.81675618
  14.22275992  13.87694976  12.93943447  10.93260594  12.75122714
  11.05195119  11.76689692  10.0026792    8.79721915   9.29092853
   7.45000069   6.33275448   4.62946329   3.51487437   2.63231521
   1.99527883   1.08298092   0.59223539   0.80532125   1.1994203 ]"
812,reggae,reggae.00012.au,22050,30,"[ -2.78931454  -8.25481587 -11.66607165  -1.76582076  -6.84893064
  10.71635163 -12.94241074  10.7902613   -9.99857674  10.93832907
  -6.61137414   7.21765357  -4.74146281   0.37753513  -3.79907434
   5.18409307  -4.04577546  -0.65847323  -1.25825571   1.23918506
  -0.99431231   0.72641433  -0.1296676   -0.0669651   -0.01859795
  -0.03859023]","[  1.69934489   9.89965958  12.44548509  12.79716907  13.98114361
  13.55314769  14.61396052  14.72209399  11.91476368  11.00880604
  11.00552196   9.53442648   9.36525494   7.54818955   7.11307278
   6.53641225   5.86802823   4.16685229   3.62278665   3.01450737
   2.13974538   1.20421526   0.48365279   0.24615767   0.96779644
   1.45686269]","[  0.53242279  16.07126987  33.58340179  44.41357933  32.81156172
  55.01125582  29.56568893  71.40584616  36.02404056  51.9539828
  44.97885952  41.98044891  27.18381137  29.11886785  21.72063702
  27.86497848  14.61092173  19.65468807  11.29134012  11.76500363
   6.82370206   4.79179649   1.82616746   0.87682985   3.85235622
   5.23446141]","[ -8.14029656 -42.28229163 -46.10487537 -45.23328209 -57.85323903
 -25.80759558 -61.38035885 -47.40708357 -44.84701673 -24.33271048
 -40.4586516  -29.56717621 -39.76077597 -24.7816217  -30.85990242
 -15.51298153 -24.47076564 -16.44690882 -12.44325502 -15.23276739
  -8.7191021   -3.48428059  -1.89667179  -0.90557982  -2.98736768
  -5.87954212]","[ -5.46550133e+00  -3.41125578e+00   9.90025089e+00  -5.08310987e+00
   1.75652823e+01  -2.36587624e+01   2.37326720e+01  -2.07888380e+01
   2.09369058e+01  -1.75497032e+01   1.38290277e+01  -1.19591164e+01
   5.11899794e+00  -4.17660947e+00   8.98316740e+00  -9.22986852e+00
   3.38730222e+00  -5.99782478e-01   2.49744077e+00  -2.23349737e+00
   1.72072664e+00  -8.56081925e-01   6.27025018e-02   4.83671445e-02
  -1.99922807e-02]","[ 10.80934751  17.79865282  18.03849437  15.13344696  14.5322532
  16.00942132  15.09508285  17.10086069  13.1565042   14.1055776
  12.38217856  12.90776891  11.48888484   9.8253003    9.07514426
   7.81652228   7.13920797   4.61440208   4.53180293   3.27875959
   2.17479098   1.16931574   0.59588138   0.9066441    1.46922254]"
